Start,End,Multiday,ID,Name,Type,Description,Location,Camp,Camp website,Email,Event website
"08/30/2023, 6:00 PM","08/30/2023, 7:30 PM",N,41968,Chinese Air Cupping,Self Care,"Indulge in this unique Chinese technique for muscle relief, improved circulation, and healing. It’s going to suck!",HealAF,HealAF,https://infinite.land/,,https://playaevents.burningman.org/2023/playa_event/41968/
"08/30/2023, 6:00 PM","08/30/2023, 6:15 PM",Y,44852,Sunset Tequila and Mezcal Tastings,Class/Workshop,Do you understand the complex intricacies of tequila?,Chill Ville On The Esplanade,Chill Ville On The Esplanade,http://instagram.com/chill.ville.on.the.esplanade,,https://playaevents.burningman.org/2023/playa_event/44852/
"08/31/2023, 6:00 PM","08/31/2023, 6:15 PM",Y,44852,Sunset Tequila and Mezcal Tastings,Class/Workshop,Do you understand the complex intricacies of tequila?,Chill Ville On The Esplanade,Chill Ville On The Esplanade,http://instagram.com/chill.ville.on.the.esplanade,,https://playaevents.burningman.org/2023/playa_event/44852/
"09/01/2023, 6:00 PM","09/01/2023, 6:15 PM",Y,44852,Sunset Tequila and Mezcal Tastings,Class/Workshop,Do you understand the complex intricacies of tequila?,Chill Ville On The Esplanade,Chill Ville On The Esplanade,http://instagram.com/chill.ville.on.the.esplanade,,https://playaevents.burningman.org/2023/playa_event/44852/
"08/30/2023, 6:00 PM","08/30/2023, 9:00 PM",N,45385,Psychedelic Talks after-party,Gathering/Party,Come Join us on an amazing party after our psychedelic talk!,Daydream,Daydream,,,https://playaevents.burningman.org/2023/playa_event/45385/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",N,43781,Sunset Rooftop Serenade,Live Music,"We will play live music for our guests while the sun sets, with a cat tree view! Room for ~50 guests",Cozy Cat Camp,Cozy Cat Camp,https://cozycatcamp.com/,,https://playaevents.burningman.org/2023/playa_event/43781/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",N,44001,Sunset Party with OKTAWONK,Gathering/Party,Enjoy sunset views from atop our 22’ structure while shakin’ your booty to some wonky house and techno tunes,Camp Oktawonk,Camp Oktawonk,,,https://playaevents.burningman.org/2023/playa_event/44001/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",N,41589,Trivia Night,Games,"Pit your knowledge of useless facts against other Burners and the Quarks & Rec crew! Prizes, booze and bragging rights.",Quarks and Recreation,Quarks and Recreation,,,https://playaevents.burningman.org/2023/playa_event/41589/
"08/30/2023, 6:00 PM","08/30/2023, 9:00 PM",N,42005,Burner Prom at the Moulin Rouge,Gathering/Party,"Yes, you Can, Can, Can! Costumes welcome. The greatest thing you'll ever learn is to love and be loved in return!",Vines Without Borders,Vines Without Borders,http://www.vineswithoutborders.com,,https://playaevents.burningman.org/2023/playa_event/42005/
"08/30/2023, 6:00 PM","08/30/2023, 7:00 PM",Y,44683,The Para-Para Dancing,Performance,Parapara is a kind of dance that originated in Japan in the mid-1980s. Eurobeat as music. Please join us!,The Man,,,sekorinkorinko@gmail.com,https://playaevents.burningman.org/2023/playa_event/44683/
"09/01/2023, 6:00 PM","09/01/2023, 7:00 PM",Y,44683,The Para-Para Dancing,Performance,Parapara is a kind of dance that originated in Japan in the mid-1980s. Eurobeat as music. Please join us!,The Man,,,sekorinkorinko@gmail.com,https://playaevents.burningman.org/2023/playa_event/44683/
"08/30/2023, 6:00 PM","08/30/2023, 7:00 PM",N,42996,Your Dad Explains Quantum Physics,Class/Workshop,"Entry-level intro to the basics of the field, and how it has shaped our understanding of the world we live in.",My Dad's House,My Dad's House,https://www.instagram.com/mydadshouse_/,,https://playaevents.burningman.org/2023/playa_event/42996/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",Y,44610,Cloud 9 Happy Hour,Gathering/Party,Get cloudy with us! Sip on cold cocktails and dance in our dreamy dome as we ramp up for the adventures ahead!,Found It!,Found It!,https://www.instagram.com/camp_foundit,,https://playaevents.burningman.org/2023/playa_event/44610/
"08/31/2023, 6:00 PM","08/31/2023, 8:00 PM",Y,44610,Cloud 9 Happy Hour,Gathering/Party,Get cloudy with us! Sip on cold cocktails and dance in our dreamy dome as we ramp up for the adventures ahead!,Found It!,Found It!,https://www.instagram.com/camp_foundit,,https://playaevents.burningman.org/2023/playa_event/44610/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",N,45995,Salsa Workshop,Class/Workshop,Get ready to add some sizzle and spice to your Burning Man experience at Salsa and bachata Dance Workshop,Sticky's Playground,Sticky's Playground,https://brc.lastbetmotel.com/,,https://playaevents.burningman.org/2023/playa_event/45995/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",N,45266,Dream Circle,Ritual/Ceremony,"Discover and enjoy Blue Lotus tea while learning about its history, effects on dreaming, and share your dreams.",Hour Kava,Hour Kava,,hourkava@gmail.com,https://playaevents.burningman.org/2023/playa_event/45266/
"08/30/2023, 6:00 PM","08/30/2023, 10:00 PM",N,43754,College Night Anything But Clothes Party,Gathering/Party,"Join BRCC for College Night, Anything But Clothes Party. Get creative with your best costume. Come for beer and games!",Black Rock City Community College,Black Rock City Community College,https://brccc.camp,jamesclaybooth@gmail.com,https://playaevents.burningman.org/2023/playa_event/43754/
"08/30/2023, 6:00 PM","08/30/2023, 9:00 PM",N,41400,Sake and Suckie,Food & Drink,Sake to me baby! Suck down a hot bowl of ramen soup and enjoy a shot of sake to get the night started!!,Nipple Crime,Nipple Crime,,,https://playaevents.burningman.org/2023/playa_event/41400/
"08/30/2023, 6:00 PM","08/30/2023, 7:45 PM",N,45339,Full Moon Ceremony,Ritual/Ceremony,"Intentional ritual to honor the Moon Goddess and Sacred Water. If things go well, it will end in an orgy.",Naughty Naked (mini)Village,Naughty Naked (mini)Village,,,https://playaevents.burningman.org/2023/playa_event/45339/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",N,45826,Authentic Relating - Friendship Edition,Self Care,"Practice revealing thoughts, emotions, and sensations in the present moment, by playing some fun relational games",Friendlandia,Friendlandia,https://www.facebook.com/friendlandia,tent101010@gmail.com,https://playaevents.burningman.org/2023/playa_event/45826/
"08/30/2023, 6:00 PM","08/30/2023, 7:00 PM",N,45120,Cacophony Society Cocktail Party,Gathering/Party,Black Tie and gown only Event at Center camp Hosted by Cacophony Society Alums,Center Camp,,,,https://playaevents.burningman.org/2023/playa_event/45120/
"08/30/2023, 6:30 PM","08/30/2023, 8:00 PM",N,45193,Fancy Waffle Service,Food & Drink,IHOTT (The Intergalactic House of Time Travelers) is serving fresh waffles for a fancy dinner party -- Dress to impress!,IHOTT,IHOTT,https://www.instagram.com/ihottbrc/,,https://playaevents.burningman.org/2023/playa_event/45193/
"08/30/2023, 6:30 PM","08/30/2023, 7:30 PM",N,42963,Christian Science Wednesday Testimony Meeting,Ritual/Ceremony,"Join members of our camp for a Christian Science Wednesday testimony meeting. Readings, hymns, sharing gratitude.",Healing Foot Wash Life Truth Love,Healing Foot Wash Life Truth Love,https://healingfootwash.org,,https://playaevents.burningman.org/2023/playa_event/42963/
"08/30/2023, 6:30 PM","08/31/2023, 12:00 AM",Y,44850,Topless Pétanque,Games,Learn and play the game of Pétanque - topless,Chill Ville On The Esplanade,Chill Ville On The Esplanade,http://instagram.com/chill.ville.on.the.esplanade,,https://playaevents.burningman.org/2023/playa_event/44850/
"08/31/2023, 6:30 PM","09/01/2023, 12:00 AM",Y,44850,Topless Pétanque,Games,Learn and play the game of Pétanque - topless,Chill Ville On The Esplanade,Chill Ville On The Esplanade,http://instagram.com/chill.ville.on.the.esplanade,,https://playaevents.burningman.org/2023/playa_event/44850/
"09/01/2023, 6:30 PM","09/02/2023, 12:00 AM",Y,44850,Topless Pétanque,Games,Learn and play the game of Pétanque - topless,Chill Ville On The Esplanade,Chill Ville On The Esplanade,http://instagram.com/chill.ville.on.the.esplanade,,https://playaevents.burningman.org/2023/playa_event/44850/
"09/02/2023, 6:30 PM","09/03/2023, 12:00 AM",Y,44850,Topless Pétanque,Games,Learn and play the game of Pétanque - topless,Chill Ville On The Esplanade,Chill Ville On The Esplanade,http://instagram.com/chill.ville.on.the.esplanade,,https://playaevents.burningman.org/2023/playa_event/44850/
"08/30/2023, 6:30 PM","08/30/2023, 8:30 PM",N,44188,Naked DJ Set + Streaking Event!,Gathering/Party,Come to an upbeat party with the playa's finest naked DJ couple! Participation in the naked-ness is not required.,Camp Exclamation Mark!,Camp Exclamation Mark!,https://campexclamationmark.com,events@campexclamationmark.com,https://playaevents.burningman.org/2023/playa_event/44188/
"08/30/2023, 6:30 PM","08/30/2023, 7:00 PM",N,43530,Black Rock City Dusty Derby,Games,"An open-entry madcap bicycle race around the block, with fabulous prizes. Are you first-place material?",Decadent Oasis,Decadent Oasis,https://dcdnt.art,,https://playaevents.burningman.org/2023/playa_event/43530/
"08/30/2023, 6:30 PM","08/30/2023, 8:00 PM",N,42267,Super Blue Full Moon Release:,Ritual/Ceremony,Join Us @ 6:35pm For This Rare Blue Moon Event. Essential oils & Sound Vibration We'll Give You A Mind Body Experience.,Soulshakers,Soulshakers,,simonpaulshea@gmail.com,https://playaevents.burningman.org/2023/playa_event/42267/
"08/30/2023, 6:30 PM","08/30/2023, 8:00 PM",Y,44231,Sexy Simulated Skydiving,Mature Audiences,"Theres nothing sexier than facing your fears! Swing on over and jump right in, as you get blown through the air!",Zen as Fuck,Zen as Fuck,,,https://playaevents.burningman.org/2023/playa_event/44231/
"09/01/2023, 6:30 PM","09/01/2023, 8:00 PM",Y,44231,Sexy Simulated Skydiving,Mature Audiences,"Theres nothing sexier than facing your fears! Swing on over and jump right in, as you get blown through the air!",Zen as Fuck,Zen as Fuck,,,https://playaevents.burningman.org/2023/playa_event/44231/
"09/02/2023, 6:30 PM","09/02/2023, 8:00 PM",Y,44231,Sexy Simulated Skydiving,Mature Audiences,"Theres nothing sexier than facing your fears! Swing on over and jump right in, as you get blown through the air!",Zen as Fuck,Zen as Fuck,,,https://playaevents.burningman.org/2023/playa_event/44231/
"08/30/2023, 6:30 PM","08/30/2023, 8:30 PM",N,43173,Tribal House Yoga,Yoga/Movement/Fitness,"Enjoy our rejuvenating wellness experience that combines yoga, guided meditation, and a live DJ. All are welcome.",Second Rodeo,Second Rodeo,https://www.instagram.com/xxsecondrodeoxx/,,https://playaevents.burningman.org/2023/playa_event/43173/
"08/30/2023, 6:30 PM","08/30/2023, 8:00 PM",N,44960,Ecstatic Burn,Yoga/Movement/Fitness,"Ecstatic Dance - follow the hero's journey arc - from slow, melodic, peaceful to an all out high energy dance",Camp Contact,Camp Contact,http://campcontact.org,events@campcontact.org,https://playaevents.burningman.org/2023/playa_event/44960/
"08/30/2023, 6:30 PM","08/30/2023, 9:30 PM",N,45964,Pull Up A Seat - Full Moon Dinner Dance Party,Gathering/Party,"Break bread, show gratitude and express yourself. Bring A Seat, Bring a Meal and catch a vibe! DJs, Live music & Healing",Build A Seat 2.0,,,,https://playaevents.burningman.org/2023/playa_event/45964/
"08/30/2023, 6:30 PM","08/30/2023, 7:30 PM",N,43645,Glass Blowing: How to Blow a Dick,Class/Workshop,Live glass blowing studio demonstration and class with Yee Haw's Bong Barn. Learn how to make a glass dick.,Wufkat Village,Wufkat Village,,,https://playaevents.burningman.org/2023/playa_event/43645/
"08/30/2023, 6:30 PM","08/30/2023, 9:00 PM",N,44207,Sunset Beach Party,Gathering/Party,"Beach cocktails, music, and games at the best beach bar of Black Rock City.",Ocean Beach,Ocean Beach,https://www.oceanbeach.camp,,https://playaevents.burningman.org/2023/playa_event/44207/
"08/30/2023, 6:30 PM","08/30/2023, 11:45 PM",N,45563,Wedding Reception w/ DJ's galore.,Gathering/Party,"A Wedding, a Bar and Adult Bouncy Balls . A full house of DJ's will be spinning until they are the last ones standing.",BS BOOZE CRUZ,BS BOOZE CRUZ,,,https://playaevents.burningman.org/2023/playa_event/45563/
"08/30/2023, 6:30 PM","08/30/2023, 8:00 PM",N,45464,Kissing puja: the next chapter,Class/Workshop,"Discover new delights and expand your kissing style! Open mind, fresh brushed teeth, lip balm, and consent are required.",Naked Heart,Naked Heart,http://nakedheartcamp.com,,https://playaevents.burningman.org/2023/playa_event/45464/
"08/30/2023, 7:00 PM","08/30/2023, 8:30 PM",N,42785,Sunset trash fence dance party,Gathering/Party,What better place to be for sunset than the trash fence? Dance with the llama maker. BYOB.,Drama Llama,,,,https://playaevents.burningman.org/2023/playa_event/42785/
"08/30/2023, 7:00 PM","08/30/2023, 9:00 PM",N,43119,Major Ruckus' Appreciation Party,Gathering/Party,Join in celebrating our campmate Major Ruckus. Bring Devil or Dr.Who Theme attire or gifts for bonus points,S'mores N Amour,S'mores N Amour,,,https://playaevents.burningman.org/2023/playa_event/43119/
"08/30/2023, 7:00 PM","08/31/2023, 1:00 AM",N,43599,POLARIS ASCENDING: THE GUIDING STAR,Live Music,POLARIS Art Car visits HORIZON for a Tie Up,HORIZON,HORIZON,,,https://playaevents.burningman.org/2023/playa_event/43599/
"08/30/2023, 7:00 PM","08/30/2023, 9:00 PM",N,42382,Authentic Relating Games,Class/Workshop,"Practice the human art of being with others, revealing what is real, witnessing and being seen. You will have feelings.",Friendlandia,Friendlandia,https://www.facebook.com/friendlandia,,https://playaevents.burningman.org/2023/playa_event/42382/
"08/30/2023, 7:00 PM","08/30/2023, 9:00 PM",N,45916,Jaunty Alouette!: a night of baad French poetry,Games,Bienvenu Franglais-ophiles! Let’s rhyme and mime our way through some ridiculous words! Come listen or generate!,Plaisance,Plaisance,https://www.facebook.com/plaisancecamp/,,https://playaevents.burningman.org/2023/playa_event/45916/
"08/30/2023, 7:00 PM","08/30/2023, 8:45 PM",N,42933,Dancing with the Aramaic Jesus: The Lords Prayer,Ritual/Ceremony,Join in this Dance of Universal Peace based on the Aramaic Prayer of Jesus. Movement and words taught.No exp. Needed.,Charming Chiming Spider,,,davypresence@hotmail.com,https://playaevents.burningman.org/2023/playa_event/42933/
"08/30/2023, 7:00 PM","08/30/2023, 7:45 PM",Y,41705,Animalia!! Dance Concert,Performance,The Reverbia Dance Troupe and guests perform an interpretive concert in celebration of the Metezoa we share together.,Reverbia,Reverbia,http://reverbia.org,reverbia.bman@gmail.com,https://playaevents.burningman.org/2023/playa_event/41705/
"09/01/2023, 7:00 PM","09/01/2023, 7:45 PM",Y,41705,Animalia!! Dance Concert,Performance,The Reverbia Dance Troupe and guests perform an interpretive concert in celebration of the Metezoa we share together.,Reverbia,Reverbia,http://reverbia.org,reverbia.bman@gmail.com,https://playaevents.burningman.org/2023/playa_event/41705/
"08/30/2023, 7:00 PM","08/30/2023, 10:00 PM",N,41663,Mime Orgy Party (B Side Y.L.A),Gathering/Party,"We’ll host an evening party. Live DJs, drinks, food, dancing. Just miming around.",Mighty Misfits,Mighty Misfits,,,https://playaevents.burningman.org/2023/playa_event/41663/
"08/30/2023, 7:00 PM","08/30/2023, 11:45 PM",N,43200,Kuker Family Dinner Bulgarian Style,Gathering/Party,Come and mingle with the Kuker Art Car family and get treated with delicious Bulgarian food and yogurt drinks,Kuker Camp,Kuker Camp,https://www.facebook.com/KukerArtCar,,https://playaevents.burningman.org/2023/playa_event/43200/
"08/30/2023, 7:00 PM","08/30/2023, 7:30 PM",N,44418,Mirage Bubbles,Performance,"We are making giant bubbles during sunset. As the sun sinks, the night rises, join us to dive into an ephemeral dream.",Respirator,,,,https://playaevents.burningman.org/2023/playa_event/44418/
"08/30/2023, 7:00 PM","08/30/2023, 11:00 PM",N,44433,Watermelon Wednesday,Gathering/Party,Our annual fiery flow arts bonanza! Show off your moves on our mirrored stage! Wear pink and green to honor Burning Dan.,Prometheatrics,Prometheatrics,http://www.prometheatrics.com,events@prometheatrics.com,https://playaevents.burningman.org/2023/playa_event/44433/
"08/30/2023, 7:00 PM","08/30/2023, 10:00 PM",N,41890,Goth Nite!,Gathering/Party,Classic Goth dancing and cocktails so dark you’ll dye your hair black and change your name to Lilith.,Whiskey and Dust,Whiskey and Dust,https://www.whiskeyanddust.org/,marievlasic@vlasicstudio.com,https://playaevents.burningman.org/2023/playa_event/41890/
